code,branch_id,date,amount,description,transaction_type,from_cash_type_id,to_cash_type_id,account_type_id,dk
TKK0320,2,2025-01-21,30000 ,Makan Siang,Pengeluaran,4,,11,K
TKK0321,2,2025-01-21,340000 ,Cetak Compro,Pengeluaran,4,,11,K
TKK0322,2,2025-01-21,21000 ,Fotokopi Surat Undangan,Pengeluaran,4,,11,K
TKK0323,2,2025-01-21,44000 ,Amplop Tali,Pengeluaran,4,,11,K
TKK0324,2,2025-01-21,37000 ,Makan Siang,Pengeluaran,4,,11,K
TKK0325,2,2025-01-22,365000 ,Cetak Banner,Pengeluaran,4,,11,K
TKK0326,2,2025-01-22,150000 ,Cetak Stiker Kaca,Pengeluaran,4,,11,K
TKK0327,2,2025-01-22,25000 ,Amplop Tali,Pengeluaran,4,,11,K
TKK0328,2,2025-01-22,90000 ,Print Surat Undangan + Form,Pengeluaran,4,,11,K
TKK0329,2,2025-01-22,43000 ,Sarapan,Pengeluaran,4,,11,K
TKK0330,2,2025-01-22,36000 ,Makan Siang,Pengeluaran,4,,11,K
TKK0331,2,2025-01-22,36000 ,Dinner,Pengeluaran,4,,11,K
TKK0332,2,2025-01-23,7000 ,Kayu Putih,Pengeluaran,4,,11,K
TKK0333,2,2025-01-24,150000 ,Subsidi makan,Pengeluaran,4,,11,K
TKK0334,2,2025-01-25,60000 ,Banner Kaca,Pengeluaran,4,,11,K
TKK0335,2,2025-01-25,117000 ,ATK,Pengeluaran,4,,11,K
TKK0336,2,2025-01-28,27000 ,Snowman Boardmarker,Pengeluaran,4,,11,K
TKK0337,2,2025-01-28,3000 ,Kuitansi Sidu,Pengeluaran,4,,11,K
TKK0338,2,2025-01-13,294000 ,Notebook A4,Pengeluaran,4,,9,K
TKK0339,2,2025-01-28,150000 ,Gantungan Kunci,Pengeluaran,4,,9,K
TKK0340,2,2024-12-02,1276500,Beli HP Itel (Untuk Malang),Pengeluaran,4,,22,K
TKK0341,2,2024-12-14,100000 ,Topup Meta,Pengeluaran,4,,55,K
TKK0342,2,2024-12-19,300000 ,Topup Meta,Pengeluaran,4,,55,K
TKK0343,2,2024-12-29,460000 ,Topup Meta,Pengeluaran,4,,55,K
TKK0344,2,2024-12-29,46001 ,Topup Meta,Pengeluaran,4,,55,K
TKK0345,2,2024-12-30,100000 ,Topup Meta,Pengeluaran,4,,55,K
TKK0346,2,2025-01-06,300000 ,Topup Meta,Pengeluaran,4,,55,K
TKK0347,2,2025-02-07,300000 ,Topup Meta,Pengeluaran,4,,55,K
TKK0348,3,2025-01-25,551500 ,Server kampunginggristerdekat.com,Pengeluaran,4,,11,K
TKK0349,3,2025-01-25,699000 ,Jasa Sosmed,Pengeluaran,4,,11,K
TKK0350,3,2025-01-27,14000 ,Perdana Byu,Pengeluaran,4,,11,K
TKK0351,3,2025-02-17,1400000 ,HP Operasional,Pengeluaran,4,,22,K
TKK0352,3,2025-02-23,186900 ,Cetak Brosur Artpaper A5,Pengeluaran,4,,11,K
